Satisfied,Gender,Age,Age_Group,Customer_Type,Type_Travel,Seat_Class,Seat_Comfort,Catering,Cleanliness,Online_Support,Onboard_Service,Travel_Distance(km),delay(seconds),num_sat,ID
yes,M,28,Young Adult,loyal,biz,regular,Poor,Poor,Good,Good,Acceptable,113,0,1,98861191
yes,F,34,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,57,0,1,98861192
no,F,30,Middle,infrequent,biz,premium,Acceptable,Acceptable,Good,Poor,Good,173,29,0,98861195
yes,F,43,Middle,loyal,biz,regular,Poor,Good,Acceptable,Good,Acceptable,78,0,1,98861196
yes,F,46,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,215,139,1,98861203
yes,F,25,Young Adult,loyal,pers,premium,Poor,Poor,Good,Good,Good,254,0,1,98861204
no,F,34,Middle,infrequent,biz,regular,Poor,Acceptable,Good,Poor,Good,171,0,0,98861205
yes,M,43,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,66,19,1,98861207
no,M,60,Elder,loyal,biz,regular,Poor,Good,Poor,Poor,Poor,102,95,0,98861208
no,M,77,Elder,loyal,biz,regular,Good,Acceptable,Poor,Good,Poor,339,23,0,98861211
yes,M,20,Young Adult,infrequent,biz,premium,Good,Good,Good,Acceptable,Acceptable,164,18,1,98861212
yes,M,50,Upper Age,loyal,pers,premium,Good,Good,Poor,Good,Poor,159,0,1,98861215
yes,F,23,Young Adult,loyal,biz,regular,Poor,Poor,Good,Good,Acceptable,280,4,1,98861217
yes,F,51,Upper Age,loyal,pers,premium,Acceptable,Acceptable,Acceptable,Good,Acceptable,68,0,1,98861220
yes,M,46,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,111,9,1,98861221
no,F,26,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Good,Poor,Acceptable,178,0,0,98861222
no,M,59,Upper Age,loyal,biz,regular,Acceptable,Poor,Acceptable,Acceptable,Poor,155,0,0,98861224
no,M,47,Upper Age,loyal,pers,premium,Acceptable,Acceptable,Good,Poor,Good,174,0,0,98861226
no,M,64,Elder,loyal,biz,regular,Poor,Good,Poor,Good,Poor,397,38,0,98861231
yes,M,22,Young Adult,infrequent,biz,regular,Poor,Poor,Poor,Poor,Poor,267,0,1,98861234
yes,F,37,Middle,loyal,biz,regular,Good,Acceptable,Good,Poor,Good,285,1,1,98861235
yes,F,50,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,97,95,1,98861236
yes,F,39,Middle,loyal,biz,regular,Good,Good,Acceptable,Good,Acceptable,392,0,1,98861237
yes,F,56,Upper Age,loyal,pers,premium,Good,Good,Acceptable,Good,Poor,86,0,1,98861239
yes,M,53,Upper Age,loyal,biz,regular,Good,Good,Acceptable,Good,Acceptable,246,13,1,98861240
yes,M,37,Middle,loyal,biz,regular,Acceptable,Acceptable,Poor,Acceptable,Poor,134,14,1,98861241
yes,F,43,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,391,0,1,98861245
yes,F,29,Young Adult,loyal,biz,premium,Good,Good,Poor,Good,Poor,222,0,1,98861247
yes,F,28,Young Adult,loyal,pers,regular,Good,Acceptable,Poor,Poor,Good,172,0,1,98861248
no,M,56,Upper Age,loyal,biz,premium,Good,Acceptable,Poor,Acceptable,Poor,315,7,0,98861250
no,F,38,Middle,loyal,biz,premium,Poor,Good,Poor,Good,Poor,241,1,0,98861252
no,F,25,Young Adult,loyal,biz,regular,Acceptable,Good,Poor,Acceptable,Poor,506,30,0,98861254
yes,F,27,Young Adult,loyal,biz,regular,Poor,Poor,Poor,Acceptable,Acceptable,208,0,1,98861255
yes,F,46,Upper Age,loyal,biz,premium,Poor,Poor,Good,Poor,Good,247,44,1,98861257
yes,F,62,Elder,loyal,pers,premium,Good,Good,Good,Good,Good,147,43,1,98861258
yes,M,36,Middle,loyal,biz,premium,Good,Good,Acceptable,Good,Acceptable,140,0,1,98861259
no,M,54,Upper Age,loyal,pers,regular,Acceptable,Poor,Good,Poor,Good,123,0,0,98861261
yes,M,51,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Poor,151,0,1,98861264
yes,M,56,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,160,0,1,98861271
yes,F,36,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,348,0,1,98861272
yes,F,47,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,350,25,1,98861273
yes,F,69,Elder,loyal,pers,premium,Good,Good,Good,Good,Acceptable,95,18,1,98861275
no,M,70,Elder,loyal,pers,regular,Good,Good,Acceptable,Acceptable,Poor,239,56,0,98861278
yes,F,58,Upper Age,loyal,pers,regular,Good,Good,Good,Good,Good,85,0,1,98861279
no,M,36,Middle,loyal,biz,regular,Poor,Good,Acceptable,Poor,Poor,148,0,0,98861280
no,M,37,Middle,loyal,biz,regular,Poor,Acceptable,Acceptable,Poor,Poor,95,0,0,98861281
no,M,51,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Good,Poor,Acceptable,124,0,0,98861286
yes,F,40,Middle,infrequent,biz,premium,Good,Good,Good,Good,Acceptable,217,34,1,98861287
no,F,25,Young Adult,loyal,biz,premium,Poor,Good,Acceptable,Poor,Good,469,9,0,98861289
yes,F,32,Middle,loyal,pers,regular,Good,Acceptable,Good,Good,Poor,218,0,1,98861292
yes,F,58,Upper Age,loyal,biz,regular,Good,Acceptable,Good,Good,Good,94,45,1,98861297
yes,M,42,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,230,0,1,98861298
yes,F,44,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,88,0,1,98861299
yes,F,23,Young Adult,infrequent,biz,regular,Good,Good,Good,Good,Good,311,126,1,98861300
yes,F,57,Upper Age,loyal,pers,premium,Poor,Poor,Poor,Good,Poor,92,33,1,98861302
yes,M,39,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,302,0,1,98861305
no,F,49,Upper Age,infrequent,biz,regular,Acceptable,Acceptable,Good,Poor,Good,216,106,0,98861306
yes,F,64,Elder,loyal,biz,regular,Good,Good,Good,Good,Good,63,0,1,98861307
no,M,52,Upper Age,loyal,pers,premium,Good,Good,Good,Good,Good,142,1,0,98861308
yes,M,50,Upper Age,loyal,biz,premium,Good,Poor,Good,Good,Good,264,0,1,98861309
yes,F,44,Middle,loyal,pers,premium,Poor,Poor,Good,Acceptable,Good,238,9,1,98861310
yes,M,39,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,82,0,1,98861311
yes,F,35,Middle,loyal,biz,regular,Acceptable,Good,Good,Good,Good,163,0,1,98861315
no,F,25,Young Adult,infrequent,biz,regular,Acceptable,Good,Good,Acceptable,Poor,220,0,0,98861316
yes,M,42,Middle,loyal,pers,premium,Good,Good,Good,Poor,Acceptable,308,49,1,98861318
no,M,44,Middle,loyal,pers,premium,Good,Good,Good,Poor,Good,215,54,0,98861324
yes,M,45,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,57,0,1,98861326
no,F,43,Middle,loyal,pers,regular,Good,Good,Poor,Good,Poor,87,5,0,98861327
yes,M,58,Upper Age,loyal,biz,regular,Good,Good,Poor,Good,Acceptable,195,0,1,98861328
yes,M,44,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,176,0,1,98861333
no,M,27,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Acceptable,Good,397,0,0,98861334
yes,M,44,Middle,loyal,biz,regular,Good,Good,Acceptable,Good,Acceptable,371,0,1,98861335
no,M,27,Young Adult,loyal,pers,premium,Poor,Poor,Poor,Acceptable,Good,237,3,0,98861336
yes,M,42,Middle,loyal,biz,regular,Poor,Poor,Acceptable,Good,Acceptable,297,0,1,98861338
yes,M,47,Upper Age,loyal,biz,premium,Acceptable,Good,Good,Good,Good,335,0,1,98861339
no,M,25,Young Adult,infrequent,biz,regular,Acceptable,Acceptable,Good,Poor,Poor,221,0,0,98861341
no,M,21,Young Adult,loyal,pers,regular,Poor,Poor,Good,Acceptable,Good,282,0,0,98861343
no,M,34,Middle,loyal,pers,premium,Poor,Poor,Good,Poor,Good,157,0,0,98861347
yes,M,46,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,178,3,1,98861349
yes,F,58,Upper Age,loyal,biz,regular,Acceptable,Acceptable,Acceptable,Good,Acceptable,383,21,1,98861350
yes,M,58,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,236,10,1,98861352
no,M,33,Middle,loyal,pers,premium,Acceptable,Poor,Good,Good,Acceptable,150,58,0,98861355
yes,M,40,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,363,0,1,98861358
yes,F,46,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,399,11,1,98861361
no,F,44,Middle,loyal,pers,regular,Good,Good,Good,Poor,Good,150,12,0,98861363
no,F,25,Young Adult,infrequent,biz,premium,Acceptable,Poor,Good,Good,Good,306,0,0,98861364
yes,F,54,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,309,0,1,98861365
yes,F,59,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,325,0,1,98861367
yes,F,25,Young Adult,loyal,pers,regular,Poor,Poor,Good,Good,Good,190,32,1,98861368
yes,M,29,Young Adult,loyal,biz,regular,Poor,Poor,Good,Good,Good,388,29,1,98861369
yes,F,22,Young Adult,infrequent,biz,premium,Good,Good,Good,Poor,Good,188,0,1,98861370
yes,F,23,Young Adult,loyal,biz,regular,Good,Good,Good,Good,Good,444,39,1,98861372
yes,F,34,Middle,loyal,biz,premium,Good,Good,Good,Acceptable,Good,260,0,1,98861373
no,M,38,Middle,loyal,pers,premium,Acceptable,Poor,Good,Acceptable,Good,146,76,0,98861374
yes,M,31,Middle,loyal,biz,premium,Good,Acceptable,Good,Good,Good,385,0,1,98861378
no,F,40,Middle,loyal,biz,premium,Good,Good,Acceptable,Good,Acceptable,199,63,0,98861383
no,F,20,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Good,Poor,Poor,261,34,0,98861384
no,F,49,Upper Age,loyal,biz,premium,Acceptable,Poor,Acceptable,Acceptable,Acceptable,312,0,0,98861387
yes,F,39,Middle,infrequent,biz,regular,Good,Good,Good,Good,Good,118,0,1,98861389
no,F,29,Young Adult,loyal,biz,regular,Acceptable,Good,Acceptable,Acceptable,Poor,208,0,0,98861390
no,F,42,Middle,loyal,biz,premium,Poor,Poor,Poor,Good,Poor,236,41,0,98861392
no,M,29,Young Adult,loyal,pers,regular,Acceptable,Acceptable,Acceptable,Poor,Poor,139,20,0,98861393
yes,F,61,Elder,loyal,pers,regular,Good,Good,Acceptable,Acceptable,Acceptable,111,1,1,98861394
no,M,52,Upper Age,loyal,biz,regular,Poor,Poor,Poor,Acceptable,Poor,160,36,0,98861397
yes,F,49,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,330,13,1,98861398
yes,M,48,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,55,4,1,98861406
yes,F,37,Middle,loyal,biz,regular,Good,Acceptable,Acceptable,Good,Good,244,0,1,98861409
yes,M,30,Middle,loyal,biz,premium,Poor,Good,Good,Good,Good,263,6,1,98861410
no,F,39,Middle,loyal,biz,premium,Acceptable,Poor,Poor,Acceptable,Poor,320,0,0,98861411
yes,M,37,Middle,loyal,biz,premium,Poor,Poor,Good,Poor,Poor,198,0,1,98861412
no,F,57,Upper Age,infrequent,biz,premium,Good,Good,Good,Poor,Poor,276,49,0,98861413
yes,M,43,Middle,loyal,biz,premium,Good,Acceptable,Good,Poor,Good,156,0,1,98861414
yes,M,25,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Poor,Good,178,5,1,98861417
yes,M,22,Young Adult,loyal,biz,regular,Good,Poor,Poor,Good,Good,190,2,1,98861418
yes,F,48,Upper Age,loyal,biz,regular,Good,Good,Good,Acceptable,Good,98,7,1,98861420
no,F,38,Middle,infrequent,biz,regular,Good,Good,Acceptable,Poor,Poor,175,2,0,98861421
no,F,45,Middle,infrequent,biz,regular,Poor,Poor,Acceptable,Acceptable,Poor,195,0,0,98861422
yes,F,26,Young Adult,loyal,pers,regular,Good,Good,Good,Good,Good,189,46,1,98861423
no,M,48,Upper Age,loyal,biz,premium,Poor,Poor,Poor,Good,Poor,337,16,0,98861425
yes,F,22,Young Adult,loyal,biz,premium,Poor,Poor,Good,Acceptable,Good,268,0,1,98861427
yes,M,40,Middle,loyal,biz,regular,Poor,Poor,Acceptable,Good,Acceptable,343,1,1,98861430
no,M,29,Young Adult,loyal,pers,premium,Poor,Poor,Good,Good,Good,148,0,0,98861433
no,M,62,Elder,infrequent,biz,premium,Acceptable,Acceptable,Good,Poor,Acceptable,110,0,0,98861434
yes,F,44,Middle,loyal,pers,premium,Good,Good,Good,Poor,Good,105,15,1,98861436
no,F,18,Young Adult,infrequent,biz,premium,Acceptable,Poor,Acceptable,Poor,Acceptable,218,0,0,98861437
yes,F,30,Middle,loyal,biz,premium,Poor,Poor,Poor,Good,Good,398,0,1,98861438
no,M,23,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Acceptable,Poor,196,70,0,98861442
no,M,43,Middle,loyal,biz,regular,Poor,Acceptable,Good,Poor,Poor,203,0,0,98861444
no,F,45,Middle,loyal,biz,regular,Poor,Poor,Poor,Good,Poor,401,0,0,98861445
yes,F,57,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,156,1,1,98861451
yes,M,20,Young Adult,loyal,biz,regular,Poor,Acceptable,Good,Good,Good,342,4,1,98861452
no,F,22,Young Adult,infrequent,biz,premium,Poor,Acceptable,Good,Poor,Poor,197,84,0,98861454
yes,F,35,Middle,loyal,pers,premium,Good,Good,Good,Good,Good,296,0,1,98861456
no,F,41,Middle,loyal,pers,premium,Good,Acceptable,Good,Good,Good,126,0,0,98861459
no,F,36,Middle,infrequent,biz,premium,Acceptable,Acceptable,Acceptable,Acceptable,Good,145,35,0,98861461
no,M,33,Middle,infrequent,biz,regular,Poor,Poor,Good,Good,Good,206,0,0,98861463
no,M,43,Middle,loyal,biz,regular,Poor,Good,Acceptable,Poor,Acceptable,126,0,0,98861465
yes,F,42,Middle,loyal,pers,premium,Poor,Poor,Good,Good,Good,86,31,1,98861467
no,F,33,Middle,infrequent,biz,premium,Poor,Poor,Acceptable,Good,Poor,116,5,0,98861470
no,M,53,Upper Age,loyal,pers,premium,Poor,Poor,Good,Poor,Good,238,8,0,98861473
no,F,29,Young Adult,loyal,biz,premium,Acceptable,Good,Good,Acceptable,Good,187,9,0,98861475
no,F,69,Elder,loyal,biz,premium,Good,Good,Good,Acceptable,Good,256,0,0,98861482
no,F,59,Upper Age,loyal,biz,premium,Poor,Good,Poor,Poor,Poor,371,37,0,98861483
no,M,67,Elder,loyal,pers,regular,Acceptable,Acceptable,Good,Good,Acceptable,178,17,0,98861485
yes,F,52,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,196,3,1,98861486
no,M,29,Young Adult,loyal,biz,premium,Acceptable,Poor,Good,Acceptable,Good,370,13,0,98861488
no,M,72,Elder,loyal,biz,premium,Poor,Poor,Good,Poor,Good,212,15,0,98861489
yes,F,46,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,381,14,1,98861490
no,M,27,Young Adult,infrequent,biz,regular,Poor,Poor,Poor,Acceptable,Good,184,0,0,98861495
no,F,27,Young Adult,loyal,biz,regular,Good,Good,Acceptable,Good,Acceptable,359,87,0,98861496
no,F,62,Elder,infrequent,biz,premium,Poor,Poor,Good,Acceptable,Acceptable,286,5,0,98861497
no,M,70,Elder,loyal,pers,premium,Good,Good,Acceptable,Good,Poor,182,0,0,98861500
yes,M,40,Middle,loyal,biz,premium,Good,Good,Poor,Good,Good,163,0,1,98861504
yes,M,39,Middle,loyal,biz,premium,Poor,Poor,Good,Poor,Good,59,14,1,98861506
yes,M,60,Elder,loyal,biz,premium,Poor,Poor,Acceptable,Good,Acceptable,353,127,1,98861507
no,F,20,Young Adult,loyal,biz,premium,Poor,Poor,Good,Poor,Acceptable,423,0,0,98861508
no,F,48,Upper Age,infrequent,biz,premium,Poor,Poor,Acceptable,Poor,Poor,192,44,0,98861510
no,M,49,Upper Age,loyal,biz,regular,Acceptable,Poor,Acceptable,Acceptable,Acceptable,370,7,0,98861515
yes,F,26,Young Adult,loyal,pers,regular,Good,Good,Good,Good,Acceptable,266,10,1,98861516
no,F,19,Young Adult,infrequent,biz,regular,Good,Good,Good,Poor,Poor,291,23,0,98861517
yes,M,19,Young Adult,loyal,pers,regular,Good,Good,Good,Good,Good,181,4,1,98861519
yes,F,36,Middle,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,299,30,1,98861521
yes,M,48,Upper Age,loyal,pers,premium,Good,Good,Good,Good,Good,202,0,1,98861522
yes,M,51,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,50,0,1,98861525
no,M,27,Young Adult,loyal,pers,regular,Poor,Poor,Good,Acceptable,Good,370,13,0,98861534
yes,F,29,Young Adult,loyal,biz,premium,Poor,Good,Good,Poor,Good,446,6,1,98861535
yes,F,26,Young Adult,infrequent,biz,premium,Good,Good,Good,Good,Good,216,42,1,98861536
yes,F,26,Young Adult,loyal,biz,premium,Acceptable,Acceptable,Good,Poor,Good,328,0,1,98861537
no,F,31,Middle,loyal,biz,regular,Acceptable,Good,Good,Acceptable,Poor,205,39,0,98861542
yes,M,27,Young Adult,loyal,biz,premium,Poor,Poor,Poor,Acceptable,Poor,134,0,1,98861543
no,M,39,Middle,infrequent,biz,premium,Poor,Poor,Good,Good,Good,351,37,0,98861546
yes,F,40,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,396,59,1,98861547
no,M,26,Young Adult,loyal,pers,regular,Acceptable,Acceptable,Acceptable,Acceptable,Poor,389,8,0,98861548
yes,F,40,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,229,6,1,98861549
yes,M,37,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,74,1,1,98861552
no,M,46,Upper Age,loyal,biz,regular,Acceptable,Good,Good,Acceptable,Poor,210,0,0,98861553
yes,M,46,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,168,18,1,98861554
yes,M,52,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,282,0,1,98861555
no,F,49,Upper Age,loyal,biz,premium,Poor,Poor,Acceptable,Acceptable,Acceptable,199,3,0,98861556
yes,M,45,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,150,0,1,98861560
yes,F,48,Upper Age,loyal,biz,regular,Poor,Acceptable,Poor,Poor,Poor,192,5,1,98861562
no,M,29,Young Adult,loyal,pers,premium,Good,Good,Acceptable,Poor,Good,283,0,0,98861564
yes,M,24,Young Adult,loyal,biz,premium,Poor,Poor,Good,Good,Good,222,0,1,98861565
no,F,26,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Poor,Good,170,0,0,98861566
yes,M,49,Upper Age,loyal,biz,regular,Acceptable,Acceptable,Poor,Good,Poor,246,0,1,98861570
yes,M,35,Middle,loyal,biz,premium,Poor,Poor,Good,Acceptable,Good,170,1,1,98861572
yes,M,72,Elder,loyal,biz,regular,Good,Good,Good,Good,Good,184,0,1,98861573
no,M,59,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Acceptable,Good,Acceptable,181,0,0,98861574
no,M,24,Young Adult,infrequent,biz,premium,Poor,Acceptable,Acceptable,Acceptable,Poor,212,60,0,98861575
no,F,59,Upper Age,loyal,biz,premium,Acceptable,Good,Acceptable,Poor,Acceptable,128,31,0,98861581
yes,F,57,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,331,115,1,98861583
yes,M,24,Young Adult,infrequent,biz,regular,Good,Good,Acceptable,Good,Poor,196,69,1,98861587
no,M,39,Middle,infrequent,biz,regular,Good,Good,Good,Good,Good,236,0,0,98861588
yes,M,32,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,157,2,1,98861590
no,M,37,Middle,infrequent,biz,premium,Poor,Poor,Poor,Poor,Acceptable,194,0,0,98861595
no,F,38,Middle,loyal,biz,regular,Poor,Acceptable,Acceptable,Poor,Poor,112,8,0,98861596
yes,M,46,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,383,4,1,98861597
yes,M,39,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,310,27,1,98861598
yes,M,42,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,248,0,1,98861600
yes,M,33,Middle,loyal,biz,premium,Good,Good,Poor,Poor,Acceptable,138,0,1,98861601
no,M,53,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Good,175,0,0,98861602
yes,M,46,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,203,0,1,98861603
yes,M,40,Middle,loyal,biz,regular,Good,Good,Good,Good,Poor,107,0,1,98861604
yes,M,53,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,162,0,1,98861608
yes,F,24,Young Adult,infrequent,biz,premium,Good,Good,Good,Good,Acceptable,162,0,1,98861610
yes,F,49,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Acceptable,109,121,1,98861612
yes,F,23,Young Adult,loyal,pers,regular,Poor,Poor,Good,Acceptable,Acceptable,173,0,1,98861615
no,M,58,Upper Age,loyal,pers,premium,Acceptable,Acceptable,Good,Acceptable,Poor,134,0,0,98861617
no,F,22,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Good,Acceptable,168,0,0,98861620
yes,F,44,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,274,53,1,98861621
yes,F,60,Elder,loyal,biz,premium,Poor,Acceptable,Good,Good,Good,192,0,1,98861623
yes,M,34,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,354,0,1,98861625
no,F,57,Upper Age,loyal,biz,premium,Good,Acceptable,Good,Poor,Good,182,0,0,98861627
yes,F,33,Middle,loyal,biz,regular,Poor,Poor,Good,Acceptable,Good,222,4,1,98861628
no,F,36,Middle,loyal,biz,premium,Poor,Good,Poor,Acceptable,Poor,329,87,0,98861629
no,M,56,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Acceptable,256,53,0,98861631
no,M,61,Elder,loyal,pers,premium,Poor,Poor,Good,Acceptable,Good,301,0,0,98861632
no,M,24,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Acceptable,Acceptable,197,14,0,98861633
yes,M,31,Middle,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,415,6,1,98861636
yes,F,27,Young Adult,loyal,biz,premium,Good,Good,Good,Acceptable,Good,298,4,1,98861637
no,M,27,Young Adult,loyal,pers,regular,Poor,Poor,Acceptable,Poor,Poor,217,46,0,98861639
yes,F,56,Upper Age,loyal,pers,premium,Poor,Poor,Poor,Good,Acceptable,54,79,1,98861640
no,M,45,Middle,loyal,biz,regular,Poor,Poor,Good,Poor,Poor,170,0,0,98861641
yes,F,31,Middle,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Acceptable,219,1,1,98861644
no,M,62,Elder,loyal,pers,regular,Poor,Poor,Good,Acceptable,Poor,153,0,0,98861645
no,M,39,Middle,loyal,pers,regular,Poor,Poor,Good,Poor,Acceptable,211,0,0,98861646
no,M,56,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Good,Acceptable,Good,222,16,0,98861647
no,F,50,Upper Age,infrequent,biz,regular,Poor,Poor,Good,Poor,Poor,230,8,0,98861648
no,F,37,Middle,infrequent,biz,regular,Good,Good,Good,Good,Acceptable,93,0,0,98861650
yes,F,43,Middle,loyal,biz,regular,Good,Good,Acceptable,Good,Acceptable,100,0,1,98861653
yes,M,56,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,156,0,1,98861654
yes,M,50,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,161,0,1,98861655
yes,F,21,Young Adult,loyal,pers,premium,Good,Good,Good,Poor,Good,225,17,1,98861657
yes,F,32,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Poor,266,0,1,98861658
yes,F,58,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,363,44,1,98861659
no,M,56,Upper Age,loyal,pers,premium,Poor,Good,Good,Acceptable,Good,184,86,0,98861663
yes,F,25,Young Adult,infrequent,biz,regular,Good,Good,Good,Good,Good,250,0,1,98861664
yes,F,55,Upper Age,loyal,pers,regular,Poor,Poor,Good,Good,Good,57,0,1,98861665
yes,M,25,Young Adult,loyal,biz,regular,Good,Good,Good,Good,Good,221,0,1,98861669
yes,F,21,Young Adult,loyal,pers,regular,Good,Good,Poor,Good,Good,145,0,1,98861673
no,M,18,Young Adult,loyal,pers,premium,Good,Poor,Good,Poor,Good,149,131,0,98861675
no,M,36,Middle,infrequent,biz,premium,Acceptable,Acceptable,Poor,Acceptable,Acceptable,142,8,0,98861676
no,M,28,Young Adult,loyal,biz,premium,Poor,Poor,Poor,Poor,Acceptable,252,0,0,98861679
yes,F,30,Middle,loyal,biz,premium,Good,Good,Acceptable,Good,Poor,204,5,1,98861682
no,F,26,Young Adult,loyal,biz,premium,Poor,Good,Good,Poor,Acceptable,489,6,0,98861683
yes,F,21,Young Adult,infrequent,biz,premium,Good,Good,Good,Poor,Acceptable,203,0,1,98861686
yes,F,39,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,145,0,1,98861687
no,M,37,Middle,infrequent,biz,premium,Poor,Poor,Acceptable,Poor,Acceptable,144,14,0,98861690
no,F,57,Upper Age,loyal,biz,regular,Poor,Acceptable,Poor,Poor,Good,247,103,0,98861694
no,M,44,Middle,loyal,pers,regular,Poor,Poor,Good,Acceptable,Acceptable,202,2,0,98861695
no,F,42,Middle,infrequent,biz,premium,Poor,Poor,Good,Poor,Good,164,0,0,98861696
yes,F,32,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,474,16,1,98861700
yes,F,32,Middle,loyal,biz,premium,Acceptable,Poor,Good,Good,Good,269,33,1,98861701
yes,F,25,Young Adult,infrequent,biz,premium,Poor,Poor,Poor,Poor,Good,218,0,1,98861707
no,M,21,Young Adult,loyal,pers,regular,Poor,Poor,Good,Good,Acceptable,322,19,0,98861709
yes,M,20,Young Adult,loyal,biz,premium,Good,Good,Poor,Good,Poor,327,4,1,98861710
yes,M,25,Young Adult,loyal,biz,premium,Poor,Poor,Good,Good,Good,445,0,1,98861712
yes,F,28,Young Adult,loyal,biz,regular,Good,Good,Good,Good,Good,457,9,1,98861713
no,M,34,Middle,infrequent,biz,premium,Acceptable,Acceptable,Good,Good,Good,411,0,0,98861717
