,Gender,Age,Age_Group,Customer_Type,Type_Travel,Seat_Class,Travel_Distance(km),delay(seconds),ID
37517,M,43,Middle,loyal,biz,premium,152,0,98837518
37518,F,72,Elder,loyal,biz,regular,382,205,98837519
37519,M,63,Elder,loyal,pers,regular,149,0,98837520
37523,F,26,Young Adult,infrequent,biz,regular,164,199,98837524
37525,M,23,Young Adult,loyal,biz,premium,506,0,98837526
37530,F,36,Middle,loyal,pers,premium,192,0,98837531
37535,F,52,Upper Age,loyal,biz,regular,288,0,98837536
37536,F,45,Middle,loyal,pers,regular,58,0,98837537
37538,M,57,Upper Age,loyal,pers,regular,170,0,98837539
37539,M,43,Middle,loyal,biz,regular,76,0,98837540
37542,F,36,Middle,loyal,biz,regular,151,17,98837543
37543,F,57,Upper Age,loyal,biz,premium,257,0,98837544
37546,F,28,Young Adult,loyal,pers,regular,224,0,98837547
37549,M,59,Upper Age,loyal,biz,regular,148,108,98837550
37550,M,29,Young Adult,infrequent,biz,regular,200,0,98837551
37554,M,41,Middle,loyal,biz,premium,232,0,98837555
37555,F,50,Upper Age,loyal,pers,premium,91,0,98837556
37556,F,34,Middle,infrequent,biz,regular,217,0,98837557
37557,F,69,Elder,loyal,pers,regular,74,0,98837558
37558,M,41,Middle,loyal,pers,regular,119,30,98837559
37559,M,22,Young Adult,loyal,biz,premium,228,60,98837560
37561,M,22,Young Adult,infrequent,biz,regular,212,0,98837562
37564,M,41,Middle,loyal,biz,premium,245,17,98837565
37565,F,25,Young Adult,loyal,biz,regular,136,108,98837566
37566,F,45,Middle,loyal,biz,regular,147,0,98837567
37567,F,39,Middle,loyal,biz,premium,175,0,98837568
37569,M,36,Middle,loyal,biz,premium,257,15,98837570
37572,M,53,Upper Age,loyal,biz,premium,285,0,98837573
37579,F,34,Middle,infrequent,biz,premium,382,15,98837580
37581,M,24,Young Adult,loyal,pers,premium,156,102,98837582
37582,M,59,Upper Age,loyal,biz,regular,378,0,98837583
37586,M,49,Upper Age,loyal,pers,premium,266,1,98837587
37587,M,29,Young Adult,infrequent,biz,premium,187,0,98837588
37595,M,48,Upper Age,loyal,pers,regular,143,28,98837596
37596,M,36,Middle,loyal,biz,regular,276,0,98837597
37598,F,79,Elder,loyal,biz,premium,82,9,98837599
37601,F,52,Upper Age,loyal,pers,regular,83,0,98837602
37602,F,59,Upper Age,loyal,pers,regular,123,0,98837603
37603,F,39,Middle,loyal,biz,premium,266,52,98837604
37605,M,55,Upper Age,loyal,biz,regular,379,0,98837606
37606,M,23,Young Adult,infrequent,biz,premium,150,1,98837607
37608,M,45,Middle,loyal,biz,regular,144,0,98837609
37611,M,25,Young Adult,loyal,pers,regular,138,27,98837612
37612,M,20,Young Adult,loyal,pers,premium,187,2,98837613
37617,M,33,Middle,infrequent,biz,premium,193,30,98837618
37621,M,56,Upper Age,loyal,biz,regular,60,175,98837622
37622,M,26,Young Adult,infrequent,biz,premium,211,42,98837623
37624,F,39,Middle,loyal,biz,premium,195,4,98837625
37625,F,60,Elder,loyal,pers,regular,105,0,98837626
37626,F,24,Young Adult,loyal,biz,regular,156,39,98837627
37627,M,20,Young Adult,infrequent,biz,regular,107,2,98837628
37630,F,75,Elder,loyal,biz,premium,191,4,98837631
37635,M,25,Young Adult,infrequent,biz,premium,175,0,98837636
37636,F,25,Young Adult,loyal,pers,premium,249,0,98837637
37638,F,26,Young Adult,loyal,biz,regular,206,0,98837639
37640,M,31,Middle,loyal,biz,regular,522,0,98837641
37641,F,50,Upper Age,loyal,pers,regular,104,0,98837642
37642,F,55,Upper Age,loyal,biz,premium,258,0,98837643
37643,F,36,Middle,loyal,pers,premium,146,0,98837644
37644,F,51,Upper Age,loyal,biz,premium,299,5,98837645
37645,F,31,Middle,loyal,biz,premium,297,25,98837646
37649,M,29,Young Adult,loyal,pers,regular,214,30,98837650
37650,M,27,Young Adult,infrequent,biz,premium,236,10,98837651
37652,M,39,Middle,loyal,biz,regular,237,0,98837653
37656,F,25,Young Adult,loyal,biz,regular,280,5,98837657
37657,M,35,Middle,loyal,biz,regular,220,0,98837658
37658,F,65,Elder,loyal,pers,premium,93,14,98837659
37660,F,22,Young Adult,loyal,biz,regular,334,240,98837661
37663,F,41,Middle,loyal,biz,premium,215,0,98837664
37664,F,47,Upper Age,loyal,biz,regular,324,0,98837665
37665,M,34,Middle,loyal,biz,premium,77,1,98837666
37668,F,20,Young Adult,loyal,biz,premium,230,63,98837669
37670,F,23,Young Adult,loyal,pers,regular,215,0,98837671
37673,M,63,Elder,loyal,pers,premium,116,0,98837674
37674,F,58,Upper Age,loyal,biz,regular,50,126,98837675
37675,F,54,Upper Age,loyal,biz,premium,245,8,98837676
37677,F,44,Middle,loyal,biz,regular,63,0,98837678
37680,M,54,Upper Age,infrequent,biz,regular,268,0,98837681
37681,M,40,Middle,loyal,pers,premium,277,3,98837682
37682,F,58,Upper Age,loyal,biz,premium,183,1,98837683
37684,M,23,Young Adult,loyal,biz,premium,174,0,98837685
37685,F,59,Upper Age,loyal,biz,premium,52,4,98837686
37686,F,29,Young Adult,infrequent,biz,premium,188,12,98837687
37687,F,35,Middle,infrequent,biz,premium,148,0,98837688
37689,F,20,Young Adult,infrequent,biz,regular,268,22,98837690
37690,M,47,Upper Age,loyal,biz,regular,129,0,98837691
37693,F,35,Middle,loyal,pers,premium,202,5,98837694
37698,F,60,Elder,loyal,biz,regular,365,0,98837699
37702,F,45,Middle,loyal,biz,premium,77,0,98837703
37706,M,41,Middle,loyal,biz,premium,288,1,98837707
37707,M,29,Young Adult,loyal,biz,regular,341,0,98837708
37708,M,25,Young Adult,infrequent,biz,premium,195,0,98837709
37712,F,65,Elder,loyal,pers,premium,72,0,98837713
37714,M,37,Middle,loyal,biz,regular,231,0,98837715
37717,F,20,Young Adult,loyal,pers,regular,130,0,98837718
37718,F,52,Upper Age,loyal,pers,regular,143,104,98837719
37720,F,59,Upper Age,loyal,pers,regular,103,0,98837721
37724,M,41,Middle,loyal,pers,premium,203,217,98837725
37725,F,23,Young Adult,infrequent,biz,premium,209,5,98837726
37729,F,42,Middle,loyal,biz,regular,394,0,98837730
37730,M,59,Upper Age,loyal,biz,premium,276,0,98837731
37736,F,45,Middle,loyal,biz,regular,183,0,98837737
37737,F,67,Elder,loyal,pers,regular,121,190,98837738
37741,F,57,Upper Age,loyal,pers,regular,112,0,98837742
37744,M,49,Upper Age,loyal,biz,premium,261,10,98837745
37745,F,24,Young Adult,loyal,biz,regular,391,5,98837746
37746,F,49,Upper Age,loyal,biz,premium,106,3,98837747
37748,M,54,Upper Age,loyal,biz,premium,83,0,98837749
37751,M,53,Upper Age,loyal,biz,regular,149,0,98837752
37752,F,29,Young Adult,loyal,biz,regular,166,11,98837753
37757,M,43,Middle,loyal,biz,premium,221,34,98837758
37758,M,25,Young Adult,infrequent,biz,regular,213,0,98837759
37760,M,55,Upper Age,loyal,biz,premium,242,19,98837761
37761,F,58,Upper Age,loyal,biz,premium,167,60,98837762
37762,M,35,Middle,infrequent,biz,premium,244,0,98837763
37763,F,42,Middle,loyal,biz,regular,188,31,98837764
37764,M,26,Young Adult,loyal,biz,regular,275,26,98837765
37765,M,49,Upper Age,loyal,biz,regular,211,0,98837766
37766,M,40,Middle,loyal,biz,regular,206,10,98837767
37770,F,24,Young Adult,loyal,biz,premium,288,10,98837771
37772,M,29,Young Adult,infrequent,biz,premium,231,2,98837773
37774,M,27,Young Adult,loyal,pers,regular,271,0,98837775
37776,F,22,Young Adult,infrequent,biz,premium,246,0,98837777
37777,F,47,Upper Age,loyal,biz,premium,217,4,98837778
37778,M,49,Upper Age,loyal,biz,regular,210,27,98837779
37780,F,59,Upper Age,loyal,pers,premium,63,70,98837781
37783,M,30,Middle,loyal,biz,premium,274,0,98837784
37784,F,36,Middle,infrequent,biz,regular,111,7,98837785
37787,F,45,Middle,loyal,pers,premium,188,62,98837788
37790,F,32,Middle,loyal,pers,regular,201,12,98837791
37792,M,55,Upper Age,loyal,pers,regular,250,25,98837793
37793,F,57,Upper Age,loyal,pers,premium,82,1,98837794
37795,M,28,Young Adult,loyal,pers,regular,261,6,98837796
37798,F,22,Young Adult,infrequent,biz,regular,235,0,98837799
37799,F,30,Middle,loyal,biz,premium,514,0,98837800
37804,F,32,Middle,infrequent,biz,regular,208,9,98837805
37805,F,41,Middle,loyal,pers,premium,109,44,98837806
37806,F,41,Middle,loyal,pers,premium,183,0,98837807
37807,F,55,Upper Age,loyal,biz,premium,104,127,98837808
37808,M,57,Upper Age,loyal,biz,premium,63,0,98837809
37810,F,28,Young Adult,infrequent,biz,regular,199,13,98837811
37811,F,21,Young Adult,loyal,pers,regular,193,63,98837812
37816,M,60,Elder,loyal,biz,regular,262,0,98837817
37818,F,50,Upper Age,loyal,pers,regular,132,10,98837819
37820,F,29,Young Adult,infrequent,biz,premium,181,31,98837821
37822,M,33,Middle,loyal,biz,premium,311,5,98837823
37826,F,59,Upper Age,loyal,pers,premium,104,0,98837827
37827,F,61,Elder,loyal,biz,regular,71,0,98837828
37828,M,26,Young Adult,loyal,pers,premium,206,0,98837829
37831,M,40,Middle,loyal,biz,premium,148,0,98837832
37832,M,28,Young Adult,loyal,pers,regular,156,2,98837833
37833,M,42,Middle,loyal,biz,premium,166,94,98837834
37835,M,57,Upper Age,loyal,biz,regular,368,6,98837836
37836,M,55,Upper Age,loyal,pers,regular,179,68,98837837
37837,F,59,Upper Age,loyal,biz,premium,163,9,98837838
37838,F,42,Middle,loyal,biz,premium,180,0,98837839
37840,M,40,Middle,loyal,biz,regular,150,191,98837841
37841,M,58,Upper Age,loyal,pers,regular,203,0,98837842
37844,M,25,Young Adult,infrequent,biz,premium,177,65,98837845
37845,F,50,Upper Age,loyal,biz,regular,218,26,98837846
37848,M,25,Young Adult,infrequent,biz,premium,201,15,98837849
37850,F,39,Middle,loyal,biz,premium,61,20,98837851
37851,F,25,Young Adult,infrequent,biz,regular,160,100,98837852
37852,M,46,Upper Age,loyal,pers,regular,293,0,98837853
37853,F,59,Upper Age,infrequent,biz,regular,146,38,98837854
37855,F,20,Young Adult,infrequent,biz,regular,193,9,98837856
37856,M,57,Upper Age,loyal,pers,premium,191,4,98837857
37858,F,38,Middle,infrequent,biz,premium,194,30,98837859
37861,F,47,Upper Age,loyal,biz,regular,327,0,98837862
37862,F,63,Elder,loyal,pers,premium,76,3,98837863
37863,F,31,Middle,loyal,biz,regular,295,15,98837864
37865,F,52,Upper Age,loyal,biz,premium,172,0,98837866
37866,M,36,Middle,loyal,biz,premium,189,0,98837867
37867,M,41,Middle,loyal,biz,premium,263,200,98837868
37870,M,30,Middle,loyal,biz,premium,181,0,98837871
37871,M,51,Upper Age,loyal,biz,regular,275,0,98837872
37872,M,38,Middle,loyal,pers,premium,204,0,98837873
37873,M,48,Upper Age,loyal,biz,premium,288,129,98837874
37875,M,39,Middle,loyal,pers,premium,88,59,98837876
37876,M,27,Young Adult,infrequent,biz,premium,146,0,98837877
37877,F,62,Elder,loyal,biz,premium,360,39,98837878
37879,F,60,Elder,loyal,biz,regular,217,56,98837880
37883,F,28,Young Adult,loyal,biz,regular,181,2,98837884
37884,F,60,Elder,infrequent,biz,regular,281,11,98837885
37885,M,43,Middle,loyal,pers,premium,239,12,98837886
37886,F,44,Middle,loyal,biz,premium,255,14,98837887
37887,M,48,Upper Age,loyal,pers,premium,270,0,98837888
37888,F,23,Young Adult,infrequent,biz,regular,212,0,98837889
37890,F,54,Upper Age,loyal,biz,regular,259,0,98837891
37892,F,45,Middle,loyal,biz,regular,371,122,98837893
37893,M,38,Middle,loyal,biz,premium,134,0,98837894
37894,F,24,Young Adult,infrequent,biz,regular,171,152,98837895
37895,M,55,Upper Age,loyal,biz,regular,373,56,98837896
37898,M,31,Middle,loyal,biz,premium,255,0,98837899
37899,M,35,Middle,loyal,biz,regular,169,22,98837900
37904,F,22,Young Adult,loyal,biz,premium,211,0,98837905
37906,M,70,Elder,loyal,pers,regular,360,0,98837907
37908,M,41,Middle,loyal,biz,premium,176,0,98837909
37911,M,25,Young Adult,loyal,pers,regular,211,32,98837912
37913,M,60,Elder,loyal,biz,regular,104,13,98837914
37918,F,22,Young Adult,infrequent,biz,premium,223,4,98837919
37919,M,23,Young Adult,infrequent,biz,regular,142,2,98837920
37922,M,41,Middle,loyal,pers,premium,168,0,98837923
37923,F,44,Middle,infrequent,biz,premium,206,5,98837924
37924,M,55,Upper Age,infrequent,pers,regular,219,0,98837925
37927,F,25,Young Adult,infrequent,biz,regular,199,28,98837928
37929,M,24,Young Adult,loyal,biz,regular,216,16,98837930
37930,F,53,Upper Age,loyal,biz,premium,230,0,98837931
37934,M,39,Middle,loyal,biz,regular,373,0,98837935
37936,M,56,Upper Age,loyal,biz,regular,258,0,98837937
37938,M,50,Upper Age,loyal,biz,regular,290,167,98837939
37940,F,41,Middle,loyal,biz,regular,57,0,98837941
37944,M,72,Elder,loyal,biz,regular,204,0,98837945
37945,F,54,Upper Age,loyal,biz,regular,90,0,98837946
37946,F,56,Upper Age,loyal,biz,regular,184,4,98837947
37947,M,51,Upper Age,loyal,pers,regular,131,25,98837948
37949,M,51,Upper Age,loyal,biz,premium,236,0,98837950
37950,F,22,Young Adult,infrequent,biz,regular,287,84,98837951
37951,F,29,Young Adult,infrequent,pers,premium,173,0,98837952
37954,F,38,Middle,infrequent,biz,premium,163,119,98837955
37955,F,44,Middle,infrequent,biz,premium,387,0,98837956
37956,F,24,Young Adult,infrequent,biz,premium,181,26,98837957
37961,M,22,Young Adult,loyal,biz,premium,477,47,98837962
37962,F,44,Middle,loyal,pers,regular,97,10,98837963
37963,M,42,Middle,loyal,pers,premium,272,0,98837964
37964,F,54,Upper Age,loyal,biz,premium,86,57,98837965
37966,F,44,Middle,loyal,biz,premium,360,92,98837967
37967,M,55,Upper Age,loyal,pers,premium,394,12,98837968
37968,F,27,Young Adult,loyal,biz,regular,248,2,98837969
37972,M,24,Young Adult,infrequent,biz,premium,189,88,98837973
37976,M,45,Middle,loyal,biz,regular,220,28,98837977
37978,M,22,Young Adult,infrequent,biz,premium,279,0,98837979
37979,M,52,Upper Age,loyal,biz,premium,282,0,98837980
37980,F,41,Middle,loyal,biz,premium,289,2,98837981
37982,M,20,Young Adult,loyal,biz,regular,344,0,98837983
37983,F,49,Upper Age,loyal,biz,regular,347,103,98837984
37984,M,39,Middle,loyal,pers,premium,207,0,98837985
37986,M,29,Young Adult,loyal,biz,premium,134,186,98837987
37988,M,29,Young Adult,infrequent,biz,regular,147,0,98837989
37991,F,20,Young Adult,loyal,pers,premium,368,0,98837992
37994,F,27,Young Adult,loyal,biz,regular,225,67,98837995
37997,F,67,Elder,loyal,pers,premium,219,0,98837998
37998,M,20,Young Adult,infrequent,biz,premium,148,0,98837999
38000,F,38,Middle,infrequent,biz,regular,186,0,98838001
38004,M,52,Upper Age,loyal,biz,premium,150,3,98838005
38005,M,36,Middle,infrequent,biz,regular,129,9,98838006
38006,M,47,Upper Age,loyal,pers,regular,239,0,98838007
38008,M,35,Middle,loyal,pers,regular,180,56,98838009
38009,F,51,Upper Age,loyal,biz,premium,61,0,98838010
38011,M,31,Middle,loyal,pers,premium,169,0,98838012
38012,M,65,Elder,infrequent,biz,premium,121,46,98838013
38016,F,49,Upper Age,infrequent,biz,regular,399,0,98838017
38021,F,30,Middle,infrequent,biz,premium,248,0,98838022
38023,F,39,Middle,infrequent,biz,regular,255,7,98838024
38025,M,42,Middle,loyal,pers,regular,209,0,98838026
38027,M,41,Middle,loyal,pers,premium,174,0,98838028
38028,M,27,Young Adult,loyal,pers,premium,381,2,98838029
38029,M,24,Young Adult,loyal,biz,premium,128,0,98838030
38030,F,37,Middle,loyal,biz,premium,83,108,98838031
38031,M,39,Middle,infrequent,biz,premium,248,0,98838032
38032,F,51,Upper Age,loyal,biz,regular,69,9,98838033
38033,F,49,Upper Age,loyal,biz,regular,178,0,98838034
38037,M,20,Young Adult,infrequent,biz,premium,161,2,98838038
38040,M,22,Young Adult,loyal,biz,premium,423,0,98838041
38041,F,33,Middle,loyal,biz,regular,297,0,98838042
38046,M,30,Middle,loyal,biz,premium,101,157,98838047
38047,F,30,Middle,loyal,pers,regular,293,0,98838048
38050,F,45,Middle,loyal,biz,regular,167,38,98838051
38051,M,43,Middle,infrequent,biz,regular,169,27,98838052
38053,M,51,Upper Age,loyal,biz,premium,121,51,98838054
38055,M,52,Upper Age,loyal,biz,regular,260,12,98838056
38058,F,32,Middle,loyal,biz,premium,141,0,98838059
38061,M,43,Middle,infrequent,biz,regular,162,13,98838062
38063,F,46,Upper Age,loyal,biz,regular,388,0,98838064
38064,F,61,Elder,infrequent,biz,premium,140,0,98838065
38065,M,54,Upper Age,loyal,biz,premium,318,0,98838066
38066,M,52,Upper Age,loyal,biz,premium,374,26,98838067
38072,F,59,Upper Age,loyal,biz,premium,357,47,98838073
38074,M,40,Middle,loyal,biz,premium,305,19,98838075
38075,F,42,Middle,loyal,biz,premium,241,2,98838076
38076,M,20,Young Adult,loyal,biz,premium,300,32,98838077
38078,M,63,Elder,loyal,biz,premium,202,5,98838079
38079,F,23,Young Adult,infrequent,biz,premium,190,0,98838080
38082,M,21,Young Adult,loyal,biz,premium,212,130,98838083
38083,F,39,Middle,loyal,biz,regular,318,0,98838084
38084,F,54,Upper Age,infrequent,biz,regular,172,7,98838085
38085,F,45,Middle,loyal,biz,regular,157,3,98838086
38089,M,27,Young Adult,loyal,biz,premium,168,52,98838090
38091,F,43,Middle,loyal,biz,premium,176,0,98838092
38092,M,36,Middle,loyal,biz,premium,315,0,98838093
38093,F,27,Young Adult,infrequent,biz,premium,285,2,98838094
38094,M,56,Upper Age,loyal,biz,regular,126,0,98838095
38101,M,36,Middle,infrequent,biz,regular,132,173,98838102
38103,F,55,Upper Age,loyal,biz,premium,376,8,98838104
38109,M,28,Young Adult,loyal,biz,regular,208,1,98838110
38110,M,39,Middle,loyal,biz,regular,204,13,98838111
38115,F,44,Middle,loyal,pers,regular,70,7,98838116
38116,F,48,Upper Age,loyal,biz,regular,204,0,98838117
38117,M,51,Upper Age,loyal,pers,regular,198,0,98838118
38121,M,59,Upper Age,loyal,pers,regular,275,44,98838122
38123,F,56,Upper Age,infrequent,biz,regular,187,7,98838124
38126,F,40,Middle,loyal,pers,regular,256,9,98838127
38128,F,62,Elder,loyal,pers,regular,56,0,98838129
38129,M,41,Middle,loyal,biz,regular,162,0,98838130
38131,F,40,Middle,loyal,biz,premium,380,46,98838132
38132,M,63,Elder,loyal,pers,regular,218,29,98838133
38134,M,27,Young Adult,loyal,pers,premium,201,4,98838135
38135,M,58,Upper Age,loyal,biz,regular,214,0,98838136
38136,M,34,Middle,loyal,pers,regular,194,26,98838137
38137,F,18,Young Adult,loyal,pers,regular,204,0,98838138
38139,F,25,Young Adult,infrequent,biz,regular,271,21,98838140
38140,F,49,Upper Age,loyal,pers,premium,66,0,98838141
38141,M,40,Middle,loyal,biz,regular,177,48,98838142
38143,F,42,Middle,loyal,biz,premium,300,13,98838144
38144,M,45,Middle,loyal,biz,regular,388,7,98838145
38145,M,55,Upper Age,loyal,pers,regular,240,1,98838146
38149,F,29,Young Adult,loyal,biz,regular,291,0,98838150
38151,M,29,Young Adult,loyal,biz,regular,154,33,98838152
38152,F,30,Middle,loyal,pers,regular,144,61,98838153
38153,F,57,Upper Age,loyal,pers,regular,124,15,98838154
38157,F,22,Young Adult,loyal,biz,premium,409,15,98838158
38158,M,38,Middle,loyal,biz,regular,352,3,98838159
38160,F,29,Young Adult,loyal,biz,regular,221,12,98838161
38161,M,66,Elder,loyal,pers,premium,210,56,98838162
38166,M,27,Young Adult,infrequent,biz,premium,253,3,98838167
38167,M,24,Young Adult,loyal,pers,regular,215,3,98838168
38169,F,33,Middle,loyal,pers,premium,218,19,98838170
38170,F,20,Young Adult,loyal,pers,regular,130,0,98838171
38175,M,51,Upper Age,loyal,biz,premium,333,0,98838176
38176,M,50,Upper Age,infrequent,biz,regular,98,13,98838177
38180,F,60,Elder,loyal,pers,regular,106,7,98838181
38181,F,57,Upper Age,loyal,biz,regular,243,0,98838182
38182,M,22,Young Adult,infrequent,biz,premium,164,0,98838183
38183,F,40,Middle,loyal,biz,regular,146,0,98838184
38185,F,23,Young Adult,infrequent,biz,premium,168,0,98838186
38187,F,29,Young Adult,loyal,biz,regular,433,25,98838188
38188,M,56,Upper Age,loyal,biz,regular,350,38,98838189
38189,M,51,Upper Age,loyal,biz,premium,364,0,98838190
38190,F,55,Upper Age,loyal,biz,regular,88,0,98838191
38192,F,31,Middle,loyal,pers,regular,154,0,98838193
38198,F,51,Upper Age,loyal,biz,regular,348,0,98838199
38199,M,70,Elder,loyal,pers,premium,138,13,98838200
38201,M,40,Middle,infrequent,biz,regular,264,0,98838202
38202,F,31,Middle,loyal,pers,premium,222,31,98838203
38203,M,61,Elder,loyal,pers,regular,168,48,98838204
38205,F,55,Upper Age,loyal,biz,regular,78,0,98838206
38207,F,73,Elder,infrequent,biz,premium,123,0,98838208
38208,M,50,Upper Age,loyal,biz,regular,160,136,98838209
38209,F,23,Young Adult,infrequent,biz,premium,194,3,98838210
38211,M,27,Young Adult,infrequent,biz,premium,264,26,98838212
38212,F,43,Middle,loyal,pers,regular,118,89,98838213
38213,M,64,Elder,loyal,pers,premium,113,0,98838214
38214,F,59,Upper Age,loyal,biz,regular,83,5,98838215
38215,F,20,Young Adult,infrequent,biz,premium,155,0,98838216
38216,M,41,Middle,loyal,biz,premium,263,35,98838217
38218,F,42,Middle,loyal,biz,regular,56,0,98838219
38219,M,33,Middle,loyal,pers,premium,397,73,98838220
38221,M,27,Young Adult,infrequent,biz,regular,155,0,98838222
38222,M,47,Upper Age,loyal,biz,regular,228,0,98838223
38224,F,27,Young Adult,loyal,biz,regular,346,116,98838225
38225,F,30,Middle,infrequent,biz,premium,184,31,98838226
38227,F,24,Young Adult,loyal,biz,premium,548,6,98838228
