,Satisfied,Seat_Comfort,Catering,Online_Support,Cleanliness,Catering,Onboard_Service,num_sat
40361,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
40362,yes,Poor,Good,Good,Good,Good,Good,1
40365,yes,Good,Good,Good,Good,Good,Acceptable,1
40367,yes,Poor,Poor,Good,Good,Poor,Good,1
40370,yes,Good,Good,Good,Good,Good,Good,1
40371,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
40374,no,Poor,Poor,Good,Acceptable,Poor,Acceptable,0
40377,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
40379,yes,Poor,Poor,Acceptable,Good,Poor,Good,1
40381,no,Good,Good,Acceptable,Good,Good,Acceptable,0
40382,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
40384,yes,Good,Good,Good,Good,Good,Good,1
40389,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Poor,0
40390,yes,Good,Acceptable,Good,Good,Acceptable,Good,1
40391,no,Poor,Poor,Poor,Good,Poor,Good,0
40395,yes,Good,Good,Good,Good,Good,Good,1
40397,yes,Poor,Poor,Good,Good,Poor,Good,1
40398,no,Poor,Acceptable,Acceptable,Poor,Acceptable,Poor,0
40401,no,Poor,Poor,Good,Good,Poor,Good,0
40402,yes,Good,Good,Good,Good,Good,Good,1
40403,yes,Poor,Good,Good,Good,Good,Good,1
40406,no,Poor,Poor,Good,Acceptable,Poor,Good,0
40407,yes,Poor,Good,Good,Good,Good,Good,1
40409,yes,Poor,Poor,Acceptable,Poor,Poor,Poor,1
40410,yes,Poor,Acceptable,Good,Good,Acceptable,Good,1
40411,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
40415,yes,Good,Acceptable,Good,Acceptable,Acceptable,Acceptable,1
40417,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
40418,no,Poor,Poor,Good,Poor,Poor,Acceptable,0
40419,yes,Poor,Good,Good,Good,Good,Good,1
40420,yes,Poor,Poor,Good,Good,Poor,Good,1
40421,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
40423,yes,Good,Good,Good,Good,Good,Good,1
40429,no,Good,Good,Good,Poor,Good,Acceptable,0
40430,yes,Poor,Poor,Good,Good,Poor,Good,1
40431,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Good,0
40434,yes,Poor,Poor,Good,Good,Poor,Good,1
40436,yes,Acceptable,Good,Good,Good,Good,Good,1
40438,yes,Poor,Poor,Good,Good,Poor,Good,1
40439,yes,Poor,Acceptable,Good,Good,Acceptable,Good,1
40442,yes,Poor,Poor,Good,Good,Poor,Good,1
40443,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
40446,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
40448,no,Good,Good,Good,Good,Good,Good,0
40453,yes,Good,Poor,Good,Poor,Poor,Poor,1
40454,yes,Good,Good,Good,Good,Good,Good,1
40457,yes,Good,Good,Good,Good,Good,Good,1
40460,yes,Good,Good,Good,Good,Good,Good,1
40463,yes,Poor,Poor,Poor,Acceptable,Poor,Acceptable,1
40464,no,Poor,Poor,Good,Acceptable,Poor,Acceptable,0
40469,no,Poor,Acceptable,Poor,Acceptable,Acceptable,Good,0
40470,no,Poor,Acceptable,Good,Poor,Acceptable,Poor,0
40471,no,Poor,Poor,Acceptable,Good,Poor,Good,0
40476,no,Poor,Poor,Good,Good,Poor,Poor,0
40484,yes,Poor,Poor,Good,Good,Poor,Good,1
40485,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
40492,yes,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,1
40493,no,Poor,Poor,Poor,Poor,Poor,Good,0
40495,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
40496,yes,Poor,Poor,Good,Good,Poor,Good,1
40497,yes,Good,Poor,Acceptable,Good,Poor,Good,1
40498,yes,Poor,Poor,Acceptable,Acceptable,Poor,Acceptable,1
40501,yes,Good,Good,Good,Acceptable,Good,Good,1
40502,yes,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,1
40503,yes,Good,Good,Good,Good,Good,Good,1
40505,no,Poor,Poor,Good,Poor,Poor,Poor,0
40506,no,Acceptable,Poor,Acceptable,Poor,Poor,Poor,0
40511,yes,Poor,Poor,Good,Good,Poor,Good,1
40512,no,Poor,Good,Poor,Acceptable,Good,Good,0
40514,yes,Good,Good,Good,Good,Good,Good,1
40515,yes,Poor,Poor,Good,Good,Poor,Good,1
40516,yes,Poor,Good,Good,Good,Good,Good,1
40518,no,Poor,Poor,Acceptable,Good,Poor,Good,0
40520,yes,Good,Good,Poor,Good,Good,Poor,1
40521,yes,Poor,Poor,Good,Good,Poor,Good,1
40523,no,Poor,Poor,Poor,Good,Poor,Poor,0
40524,yes,Good,Good,Good,Poor,Good,Good,1
40525,yes,Good,Good,Good,Good,Good,Acceptable,1
40526,no,Poor,Acceptable,Poor,Acceptable,Acceptable,Acceptable,0
40527,yes,Poor,Good,Good,Good,Good,Good,1
40529,yes,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,1
40530,no,Poor,Poor,Good,Poor,Poor,Good,0
40531,yes,Good,Good,Good,Good,Good,Good,1
40532,yes,Acceptable,Acceptable,Good,Good,Acceptable,Poor,1
40533,no,Poor,Poor,Good,Good,Poor,Good,0
40535,yes,Poor,Poor,Good,Good,Poor,Good,1
40536,yes,Good,Good,Good,Good,Good,Good,1
40541,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
40542,yes,Good,Good,Good,Good,Good,Good,1
40543,yes,Good,Acceptable,Good,Good,Acceptable,Poor,1
40544,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
40545,no,Poor,Poor,Poor,Good,Poor,Poor,0
40546,yes,Poor,Poor,Good,Good,Poor,Good,1
40548,no,Acceptable,Good,Acceptable,Acceptable,Good,Good,0
40549,yes,Poor,Poor,Good,Good,Poor,Good,1
40550,yes,Good,Good,Good,Good,Good,Good,1
40551,yes,Poor,Poor,Good,Good,Poor,Good,1
40553,yes,Good,Good,Acceptable,Good,Good,Good,1
40554,no,Good,Good,Poor,Acceptable,Good,Poor,0
40555,no,Good,Good,Good,Good,Good,Acceptable,0
40557,yes,Poor,Poor,Good,Acceptable,Poor,Good,1
40558,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
40561,no,Poor,Good,Acceptable,Poor,Good,Poor,0
40562,no,Poor,Poor,Good,Poor,Poor,Poor,0
40563,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Good,0
40566,no,Good,Good,Poor,Good,Good,Good,0
40568,no,Acceptable,Good,Acceptable,Acceptable,Good,Poor,0
40571,no,Poor,Poor,Good,Good,Poor,Poor,0
40573,no,Poor,Good,Poor,Good,Good,Poor,0
40574,yes,Poor,Poor,Good,Good,Poor,Good,1
40580,no,Poor,Good,Poor,Acceptable,Good,Poor,0
40584,no,Good,Poor,Acceptable,Good,Poor,Good,0
40585,yes,Good,Good,Good,Good,Good,Good,1
40586,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
40587,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
40590,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
40591,yes,Poor,Poor,Good,Good,Poor,Good,1
40592,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Good,0
40593,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
40598,no,Poor,Good,Poor,Good,Good,Acceptable,0
40599,yes,Good,Good,Good,Good,Good,Acceptable,1
40605,no,Poor,Poor,Poor,Poor,Poor,Good,0
40610,yes,Good,Good,Good,Poor,Good,Acceptable,1
40611,yes,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,1
40612,yes,Poor,Poor,Good,Good,Poor,Good,1
40613,no,Poor,Poor,Acceptable,Good,Poor,Poor,0
40614,yes,Poor,Poor,Good,Good,Poor,Acceptable,1
40615,no,Acceptable,Poor,Acceptable,Poor,Poor,Good,0
40616,no,Poor,Poor,Acceptable,Good,Poor,Good,0
40617,yes,Good,Good,Good,Poor,Good,Acceptable,1
40618,no,Acceptable,Good,Acceptable,Poor,Good,Poor,0
40619,yes,Good,Good,Good,Good,Good,Good,1
40621,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
40624,no,Poor,Acceptable,Poor,Acceptable,Acceptable,Poor,0
40625,yes,Poor,Poor,Good,Good,Poor,Good,1
40626,yes,Poor,Good,Good,Good,Good,Good,1
40627,yes,Good,Good,Good,Good,Good,Good,1
40629,yes,Good,Good,Poor,Poor,Good,Good,1
40630,no,Acceptable,Acceptable,Good,Good,Acceptable,Poor,0
40638,yes,Poor,Acceptable,Good,Good,Acceptable,Good,1
40640,no,Poor,Poor,Poor,Poor,Poor,Good,0
40641,yes,Good,Good,Good,Good,Good,Good,1
40642,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
40643,yes,Poor,Poor,Poor,Good,Poor,Good,1
40645,yes,Poor,Poor,Poor,Good,Poor,Good,1
40646,no,Poor,Poor,Acceptable,Good,Poor,Acceptable,0
40649,yes,Good,Good,Poor,Good,Good,Good,1
40650,no,Poor,Poor,Acceptable,Acceptable,Poor,Poor,0
40652,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
40654,no,Acceptable,Acceptable,Acceptable,Poor,Acceptable,Good,0
40660,yes,Good,Good,Good,Good,Good,Good,1
40662,no,Poor,Poor,Poor,Poor,Poor,Poor,0
40663,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
40665,no,Acceptable,Poor,Acceptable,Acceptable,Poor,Poor,0
40666,yes,Good,Good,Good,Acceptable,Good,Poor,1
40667,yes,Good,Good,Good,Good,Good,Good,1
40668,no,Good,Good,Good,Good,Good,Acceptable,0
40669,no,Acceptable,Good,Good,Acceptable,Good,Acceptable,0
40670,no,Poor,Poor,Good,Good,Poor,Poor,0
40674,no,Acceptable,Acceptable,Poor,Poor,Acceptable,Poor,0
40676,no,Poor,Poor,Poor,Good,Poor,Good,0
40677,yes,Good,Good,Acceptable,Good,Good,Good,1
40678,yes,Poor,Poor,Good,Good,Poor,Acceptable,1
40679,yes,Good,Poor,Good,Good,Poor,Good,1
40681,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
40682,no,Poor,Poor,Poor,Good,Poor,Poor,0
40686,yes,Good,Good,Good,Good,Good,Good,1
40690,no,Good,Poor,Poor,Good,Poor,Poor,0
40694,yes,Good,Good,Good,Good,Good,Good,1
40695,yes,Poor,Poor,Good,Good,Poor,Good,1
40696,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
40698,yes,Good,Poor,Good,Good,Poor,Good,1
40699,yes,Good,Good,Good,Poor,Good,Poor,1
40700,yes,Acceptable,Acceptable,Good,Poor,Acceptable,Poor,1
40701,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,0
40707,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
40709,yes,Good,Good,Poor,Good,Good,Acceptable,1
40711,yes,Poor,Poor,Good,Good,Poor,Good,1
40714,yes,Good,Good,Poor,Poor,Good,Acceptable,1
40715,yes,Good,Good,Acceptable,Poor,Good,Acceptable,1
40718,yes,Good,Good,Good,Good,Good,Good,1
40719,no,Poor,Acceptable,Acceptable,Poor,Acceptable,Poor,0
40722,yes,Good,Good,Good,Poor,Good,Poor,1
40724,no,Acceptable,Good,Good,Good,Good,Acceptable,0
40729,yes,Poor,Poor,Good,Good,Poor,Acceptable,1
40730,no,Good,Good,Poor,Good,Good,Good,0
40731,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
40734,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,0
40735,no,Poor,Poor,Poor,Good,Poor,Poor,0
40736,yes,Good,Good,Good,Good,Good,Good,1
40737,no,Poor,Acceptable,Good,Poor,Acceptable,Good,0
40740,yes,Good,Good,Good,Good,Good,Good,1
40741,yes,Poor,Poor,Good,Good,Poor,Good,1
40742,yes,Good,Poor,Good,Good,Poor,Acceptable,1
40743,yes,Good,Good,Good,Good,Good,Good,1
40744,no,Poor,Poor,Acceptable,Good,Poor,Good,0
40747,no,Poor,Poor,Poor,Acceptable,Poor,Good,0
40748,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
40752,no,Acceptable,Good,Good,Acceptable,Good,Poor,0
40754,no,Poor,Poor,Good,Acceptable,Poor,Poor,0
40757,yes,Good,Good,Good,Good,Good,Good,1
40761,yes,Good,Good,Poor,Good,Good,Acceptable,1
40764,no,Poor,Poor,Good,Good,Poor,Good,0
40770,yes,Good,Good,Good,Acceptable,Good,Good,1
40771,yes,Good,Good,Good,Good,Good,Good,1
40772,yes,Poor,Poor,Good,Good,Poor,Good,1
40774,no,Poor,Poor,Good,Good,Poor,Good,0
40775,yes,Poor,Poor,Poor,Good,Poor,Acceptable,1
40776,yes,Good,Poor,Good,Good,Poor,Good,1
40777,yes,Good,Good,Good,Good,Good,Good,1
40778,yes,Good,Good,Good,Good,Good,Good,1
40782,yes,Good,Good,Good,Good,Good,Good,1
40783,yes,Good,Good,Good,Good,Good,Good,1
40785,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
40787,yes,Poor,Poor,Good,Good,Poor,Good,1
40788,yes,Poor,Poor,Good,Good,Poor,Good,1
40790,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
40791,no,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,0
40795,yes,Poor,Poor,Good,Good,Poor,Good,1
40799,yes,Poor,Poor,Good,Good,Poor,Good,1
40802,no,Good,Good,Poor,Good,Good,Acceptable,0
40803,no,Acceptable,Poor,Poor,Good,Poor,Good,0
40804,yes,Poor,Poor,Good,Good,Poor,Acceptable,1
40806,no,Poor,Acceptable,Poor,Acceptable,Acceptable,Poor,0
40807,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
40808,no,Good,Acceptable,Good,Good,Acceptable,Acceptable,0
40809,yes,Good,Good,Good,Poor,Good,Poor,1
40810,yes,Poor,Poor,Good,Good,Poor,Good,1
40811,yes,Poor,Poor,Good,Good,Poor,Good,1
40815,no,Acceptable,Poor,Acceptable,Good,Poor,Good,0
40817,yes,Good,Acceptable,Good,Acceptable,Acceptable,Acceptable,1
40818,no,Good,Acceptable,Poor,Good,Acceptable,Poor,0
40820,no,Good,Good,Poor,Good,Good,Good,0
40822,no,Good,Good,Acceptable,Good,Good,Acceptable,0
40823,no,Acceptable,Good,Acceptable,Acceptable,Good,Acceptable,0
40826,no,Poor,Acceptable,Poor,Acceptable,Acceptable,Good,0
40827,yes,Good,Good,Good,Poor,Good,Acceptable,1
40828,no,Poor,Poor,Poor,Good,Poor,Good,0
40829,yes,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,1
40830,no,Poor,Poor,Good,Acceptable,Poor,Poor,0
40831,no,Poor,Poor,Good,Poor,Poor,Good,0
40832,yes,Poor,Acceptable,Good,Good,Acceptable,Good,1
40835,yes,Good,Good,Good,Acceptable,Good,Good,1
40836,yes,Poor,Poor,Good,Good,Poor,Good,1
40839,no,Poor,Poor,Poor,Good,Poor,Poor,0
40841,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
40842,no,Poor,Poor,Good,Poor,Poor,Poor,0
40846,yes,Good,Good,Poor,Good,Good,Good,1
40847,yes,Poor,Poor,Good,Good,Poor,Good,1
40849,no,Acceptable,Poor,Good,Acceptable,Poor,Acceptable,0
40850,yes,Good,Good,Acceptable,Good,Good,Good,1
40854,yes,Good,Good,Good,Poor,Good,Acceptable,1
40856,yes,Poor,Poor,Good,Good,Poor,Good,1
40858,no,Acceptable,Acceptable,Poor,Poor,Acceptable,Good,0
40860,yes,Good,Good,Good,Good,Good,Good,1
40863,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Poor,0
40864,yes,Poor,Poor,Good,Good,Poor,Good,1
40866,no,Poor,Poor,Acceptable,Good,Poor,Good,0
40868,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
40869,yes,Good,Good,Good,Poor,Good,Poor,1
40870,yes,Good,Poor,Poor,Good,Poor,Good,1
40872,yes,Poor,Acceptable,Good,Good,Acceptable,Good,1
40876,no,Poor,Good,Good,Poor,Good,Poor,0
40877,yes,Poor,Poor,Acceptable,Poor,Poor,Good,1
40878,no,Poor,Good,Acceptable,Poor,Good,Poor,0
40880,yes,Poor,Poor,Good,Good,Poor,Good,1
40881,yes,Acceptable,Poor,Good,Good,Poor,Good,1
40883,yes,Good,Good,Acceptable,Poor,Good,Poor,1
40884,no,Poor,Poor,Good,Poor,Poor,Acceptable,0
40886,no,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,0
40887,no,Poor,Poor,Poor,Good,Poor,Poor,0
40888,yes,Poor,Good,Good,Good,Good,Good,1
40889,no,Poor,Poor,Poor,Good,Poor,Good,0
40890,no,Poor,Good,Good,Poor,Good,Poor,0
40891,yes,Poor,Poor,Good,Good,Poor,Good,1
40892,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
40895,yes,Good,Good,Poor,Good,Good,Good,1
40898,no,Good,Good,Good,Good,Good,Acceptable,0
40901,no,Poor,Poor,Good,Poor,Poor,Poor,0
40902,no,Poor,Poor,Poor,Good,Poor,Good,0
40904,no,Poor,Poor,Poor,Good,Poor,Good,0
40905,no,Poor,Poor,Good,Poor,Poor,Acceptable,0
40908,yes,Poor,Good,Good,Poor,Good,Poor,1
40910,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
40913,yes,Good,Good,Good,Good,Good,Good,1
40914,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
40915,yes,Good,Good,Good,Good,Good,Good,1
40918,no,Poor,Poor,Poor,Acceptable,Poor,Acceptable,0
40919,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
40920,no,Poor,Good,Poor,Poor,Good,Poor,0
40922,no,Good,Good,Good,Good,Good,Good,0
40924,no,Poor,Good,Good,Poor,Good,Poor,0
40929,yes,Good,Good,Acceptable,Good,Good,Good,1
40932,yes,Acceptable,Poor,Good,Acceptable,Poor,Acceptable,1
40933,no,Poor,Good,Poor,Good,Good,Good,0
40935,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
40936,yes,Poor,Poor,Good,Good,Poor,Good,1
40938,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
40939,yes,Poor,Poor,Acceptable,Good,Poor,Good,1
40940,no,Good,Good,Good,Good,Good,Good,0
40945,no,Poor,Poor,Acceptable,Good,Poor,Good,0
40946,no,Poor,Good,Good,Poor,Good,Poor,0
40948,no,Poor,Poor,Poor,Good,Poor,Poor,0
40949,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
40951,yes,Poor,Poor,Good,Good,Poor,Good,1
40952,no,Acceptable,Good,Acceptable,Acceptable,Good,Acceptable,0
40955,no,Acceptable,Good,Good,Acceptable,Good,Acceptable,0
40956,no,Poor,Poor,Poor,Poor,Poor,Poor,0
40958,yes,Good,Good,Good,Good,Good,Good,1
40962,no,Good,Good,Poor,Acceptable,Good,Acceptable,0
40965,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
40966,yes,Good,Good,Good,Good,Good,Good,1
40967,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
40971,no,Poor,Poor,Acceptable,Good,Poor,Poor,0
40972,yes,Good,Good,Poor,Good,Good,Good,1
40977,yes,Good,Good,Good,Good,Good,Good,1
40978,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,0
40983,no,Poor,Poor,Poor,Good,Poor,Good,0
40986,yes,Poor,Poor,Good,Good,Poor,Good,1
40987,yes,Good,Good,Poor,Good,Good,Good,1
40990,yes,Acceptable,Acceptable,Poor,Good,Acceptable,Good,1
40991,yes,Poor,Poor,Good,Poor,Poor,Poor,1
40994,yes,Good,Good,Acceptable,Good,Good,Good,1
40995,yes,Good,Good,Good,Good,Good,Good,1
40998,yes,Good,Good,Good,Good,Good,Good,1
40999,yes,Poor,Poor,Good,Good,Poor,Good,1
41000,yes,Acceptable,Good,Good,Good,Good,Good,1
41001,no,Poor,Acceptable,Good,Acceptable,Acceptable,Good,0
41004,no,Acceptable,Acceptable,Good,Poor,Acceptable,Acceptable,0
41005,yes,Poor,Poor,Good,Good,Poor,Good,1
41006,yes,Good,Poor,Acceptable,Good,Poor,Good,1
41007,no,Good,Acceptable,Good,Good,Acceptable,Good,0
41008,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
41010,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
41011,no,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,0
41016,no,Acceptable,Acceptable,Poor,Poor,Acceptable,Poor,0
41022,no,Poor,Good,Poor,Acceptable,Good,Poor,0
41023,yes,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,1
41024,no,Poor,Poor,Acceptable,Good,Poor,Acceptable,0
41027,no,Poor,Acceptable,Acceptable,Poor,Acceptable,Poor,0
41028,yes,Poor,Poor,Good,Good,Poor,Good,1
41029,yes,Good,Good,Good,Acceptable,Good,Poor,1
41030,no,Good,Good,Good,Good,Good,Good,0
41032,yes,Poor,Acceptable,Poor,Good,Acceptable,Good,1
41033,no,Poor,Poor,Good,Good,Poor,Acceptable,0
41036,yes,Good,Good,Good,Good,Good,Good,1
41039,no,Poor,Acceptable,Poor,Poor,Acceptable,Poor,0
41040,no,Acceptable,Good,Good,Good,Good,Acceptable,0
41041,yes,Good,Good,Good,Good,Good,Good,1
41048,no,Poor,Poor,Good,Good,Poor,Acceptable,0
41052,yes,Acceptable,Acceptable,Acceptable,Good,Acceptable,Poor,1
41053,yes,Good,Good,Good,Good,Good,Good,1
41054,no,Good,Good,Good,Good,Good,Poor,0
41056,yes,Poor,Poor,Poor,Acceptable,Poor,Acceptable,1
41057,yes,Good,Good,Good,Poor,Good,Poor,1
41058,yes,Good,Good,Good,Good,Good,Good,1
41061,no,Poor,Poor,Poor,Acceptable,Poor,Acceptable,0
41063,no,Poor,Poor,Good,Good,Poor,Good,0
41064,yes,Good,Good,Good,Good,Good,Good,1
41065,no,Acceptable,Poor,Poor,Acceptable,Poor,Acceptable,0
41066,yes,Good,Good,Good,Good,Good,Good,1
41069,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
41071,no,Poor,Poor,Poor,Good,Poor,Good,0
41074,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
41077,no,Acceptable,Acceptable,Poor,Poor,Acceptable,Good,0
41078,no,Poor,Poor,Good,Good,Poor,Good,0
41081,yes,Good,Good,Good,Poor,Good,Poor,1
41084,no,Poor,Poor,Poor,Good,Poor,Poor,0
41085,no,Poor,Poor,Acceptable,Acceptable,Poor,Good,0
41086,yes,Poor,Poor,Good,Good,Poor,Good,1
41087,no,Poor,Good,Poor,Poor,Good,Poor,0
41090,no,Acceptable,Acceptable,Poor,Poor,Acceptable,Acceptable,0
41093,yes,Acceptable,Poor,Good,Good,Poor,Good,1
41096,yes,Good,Good,Good,Good,Good,Good,1
41100,yes,Good,Good,Good,Good,Good,Good,1
41103,yes,Acceptable,Good,Good,Acceptable,Good,Acceptable,1
41106,no,Good,Good,Acceptable,Good,Good,Good,0
41108,no,Good,Good,Poor,Good,Good,Good,0
41112,yes,Poor,Poor,Poor,Acceptable,Poor,Acceptable,1
41113,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
41115,no,Poor,Poor,Good,Good,Poor,Good,0
41118,yes,Good,Good,Good,Good,Good,Good,1
41122,no,Poor,Acceptable,Poor,Acceptable,Acceptable,Poor,0
41126,no,Poor,Poor,Poor,Good,Poor,Good,0
41129,no,Good,Poor,Good,Good,Poor,Acceptable,0
41130,yes,Good,Good,Acceptable,Good,Good,Good,1
41134,yes,Poor,Poor,Good,Poor,Poor,Good,1
41136,no,Acceptable,Acceptable,Poor,Poor,Acceptable,Good,0
41137,yes,Poor,Poor,Good,Good,Poor,Good,1
41139,yes,Good,Good,Good,Good,Good,Good,1
41141,no,Good,Good,Acceptable,Good,Good,Acceptable,0
41143,yes,Poor,Poor,Poor,Poor,Poor,Poor,1
41144,no,Poor,Poor,Poor,Good,Poor,Poor,0
41151,yes,Good,Good,Good,Good,Good,Good,1
41153,yes,Poor,Poor,Good,Good,Poor,Good,1
41154,yes,Good,Good,Good,Good,Good,Good,1
41158,no,Poor,Poor,Poor,Good,Poor,Good,0
41159,no,Poor,Acceptable,Poor,Good,Acceptable,Acceptable,0
41164,no,Acceptable,Good,Good,Good,Good,Good,0
41165,yes,Good,Good,Acceptable,Good,Good,Good,1
41166,yes,Good,Acceptable,Acceptable,Good,Acceptable,Acceptable,1
41167,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
41168,no,Poor,Poor,Good,Good,Poor,Good,0
41169,no,Poor,Poor,Poor,Good,Poor,Poor,0
41170,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
41175,yes,Good,Good,Good,Poor,Good,Poor,1
41177,yes,Good,Good,Good,Good,Good,Good,1
41178,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
41182,yes,Good,Good,Good,Good,Good,Good,1
41188,yes,Good,Good,Good,Good,Good,Good,1
41189,no,Poor,Good,Poor,Acceptable,Good,Poor,0
41191,no,Acceptable,Good,Acceptable,Good,Good,Good,0
41194,yes,Poor,Poor,Good,Good,Poor,Good,1
41195,no,Good,Acceptable,Good,Acceptable,Acceptable,Poor,0
41196,yes,Acceptable,Acceptable,Good,Poor,Acceptable,Poor,1
41197,no,Poor,Acceptable,Acceptable,Poor,Acceptable,Poor,0
41198,yes,Acceptable,Good,Acceptable,Good,Good,Acceptable,1
41199,yes,Poor,Poor,Good,Good,Poor,Good,1
41201,no,Acceptable,Good,Acceptable,Good,Good,Poor,0
41202,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
41204,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,0
41207,yes,Poor,Poor,Good,Good,Poor,Good,1
41208,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
41209,yes,Good,Good,Good,Good,Good,Good,1
41213,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Poor,0
41216,no,Acceptable,Acceptable,Poor,Poor,Acceptable,Poor,0
41218,no,Poor,Poor,Poor,Acceptable,Poor,Acceptable,0
41221,yes,Good,Good,Good,Good,Good,Good,1
41222,no,Good,Good,Acceptable,Good,Good,Poor,0
41224,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
41226,yes,Good,Poor,Good,Poor,Poor,Good,1
41228,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
41231,yes,Good,Good,Poor,Good,Good,Good,1
41235,yes,Good,Good,Good,Acceptable,Good,Poor,1
41239,no,Poor,Poor,Poor,Good,Poor,Poor,0
41242,yes,Poor,Good,Good,Good,Good,Good,1
41244,no,Good,Good,Acceptable,Good,Good,Good,0
41245,yes,Good,Good,Poor,Poor,Good,Poor,1
41246,no,Acceptable,Poor,Poor,Acceptable,Poor,Acceptable,0
41247,no,Poor,Poor,Acceptable,Good,Poor,Good,0
41248,yes,Good,Poor,Good,Good,Poor,Good,1
41251,yes,Poor,Poor,Good,Good,Poor,Acceptable,1
41254,yes,Poor,Poor,Poor,Poor,Poor,Poor,1
41256,no,Poor,Poor,Good,Good,Poor,Good,0
41257,no,Poor,Poor,Poor,Acceptable,Poor,Acceptable,0
41258,no,Poor,Poor,Good,Poor,Poor,Poor,0
41259,no,Good,Good,Poor,Good,Good,Good,0
41262,yes,Good,Poor,Good,Acceptable,Poor,Poor,1
41264,no,Acceptable,Good,Poor,Good,Good,Good,0
41266,no,Poor,Poor,Good,Poor,Poor,Poor,0
41268,no,Poor,Poor,Good,Poor,Poor,Acceptable,0
